link,rest_name,rest_type,loc,dine_rating,dine_reviews,delivery_rating,delivery_reviews,cuisine,,Cost (RS),cost,liked
https://www.zomato.com/pune/cafe-diamond-queen-camp-area,"Cafe Diamond Queen
                                    ",Quick Bites,Camp Area,3.9,(206 Reviews),,,"Fast Food,Chinese,Maharashtrian,North Indian,",, 650,Rs. 650,"Tea, Bun Maskas, Biryani, Irani Chai, Roasted Mutton, Butter Chicken, Mutton Chops"
https://www.zomato.com/pune/ganesh-bhel-fc-road,"Ganesh Bhel
                                    ",Casual Dining,FC Road,3.5,-151,4.1,"-4,579","Continental,Chinese,South Indian,North Indian,",, 550,Rs. 550,"Chaat, Dahipuri, Ragda Puri, Sev Puri, Pav Bhaji, Ragda Patty"
https://www.zomato.com/pune/fat-cats-cafe-wanowrie,"Fat Cat's Cafe
                                    ","Bakery,Quick Bites",Wanowrie,4.2,-358,4.3,-253,"Fast Food,Bakery,",, 800,Rs. 800,"Red Velvet Cake, Cheesecake, Brownie, Bacon Jam, Rolls, Bbq Chicken Sandwich, Chocolate Pastry"
https://www.zomato.com/pune/ahling-dhole-patil-road,"Ahling
                                    ",Casual Dining,Dhole Patil Road,4.1,-271,4,-680,"Chinese,Seafood,Singaporean,",, 800,Rs. 800,"Peking Chicken, Salad, Spring Roll, Apple Chicken, Pepper Chicken, Clear Soup, Burnt Garlic Rice"
https://www.zomato.com/pune/the-sindhi-rasoi-chandan-nagar,"The Sindhi Rasoi
                                    ",,Chandan Nagar,3.8,(472 Reviews),,,"North Indian,",, 200,Rs. 200,
https://www.zomato.com/pune/agra-restaurant-kondhwa,"Agra Restaurant
                                    ",Casual Dining,Kondhwa,4,-550,3.7,"-3,000","Hyderabadi,Mughlai,Chinese,North Indian,",, 750,Rs. 750,"Tandoori Chicken, Paratha, Chicken Biryani, Dal Tadka, Rumali Roti, Shahi Tukda"
https://www.zomato.com/pune/sudamas-misal-house-sinhgad-road,"Sudama's Misal House
                                    ",Quick Bites,Sinhgad Road,3.8,-286,4,"-3,253","Maharashtrian,Street Food,",, 200,Rs. 200,"Buttermilk, Misal Pav, Thali, Kolhapuri Misal, Dal Kichadi"
https://www.zomato.com/pune/hyderabad-dum-biryani-hinjawadi,"Hyderabad Dum Biryani
                                    ",Quick Bites,Hinjawadi,3.7,-387,3,"-2,878","North Indian,Biryani,",, 400,Rs. 400,"Hyderabadi Dum Biryani, Chicken Dum Biryani, Vegetable Biryani"
https://www.zomato.com/pune/shrivastav-rasoi-karve-nagar,"Shrivastav Rasoi
                                    ",,Karve Nagar,2.6,(550 Reviews),,,"Beverages,Fast Food,Rolls,Chinese,Maharashtrian,",, 200,Rs. 200,
https://www.zomato.com/pune/shambhavi-bhojanalaya-kothrud,"Shambhavi Bhojanalaya
                                    ",Quick Bites,Kothrud,4,-187,3.8,"-7,272","North Indian,",, 300,Rs. 300,"Veg Thali, Dal Makhani, Gulab Jamun"
https://www.zomato.com/pune/the-flavours-wakad,"The Flavours
                                    ",Bakery,Wakad,3.8,(46 Reviews),,,"Bakery,",, 400,Rs. 400,Red Velvet Cake
https://www.zomato.com/pune/chicks-n-chips-bavdhan,"Chicks N Chips
                                    ",Food Truck,Bavdhan,3.8,(35 Reviews),,,"Fast Food,Burger,",, 300,Rs. 300,
https://www.zomato.com/pune/chandra-cafe-kothrud,"Chandra Cafe
                                    ",Quick Bites,Kothrud,4,"-1,183",4.1,(33.7K),"Rolls,North Indian,Chinese,",, 450,Rs. 450,"Rolls, Chicken Roll, Chicken Lollipop, Chicken Thali, Egg Roll, Noodle, Paratha"
https://www.zomato.com/pune/rajveer-pure-veg-katraj,"Rajveer Pure Veg
                                    ",Casual Dining,Katraj,3.7,-140,3.6,"-6,026","North Indian,Chinese,",, 650,Rs. 650,
https://www.zomato.com/pune/foodginie-hadapsar,"FoodGinie
                                    ",Quick Bites,Hadapsar,4.1,-410,4,"-6,222","North Indian,",, 200,Rs. 200,"Dal Makhani, Thali, Moong Dal Halwa, Samosa, Kadhi Chawal"
https://www.zomato.com/pune/cafe-coffee-hutt-wakad,"Cafe Coffee Hutt
                                    ",Café,Wakad,3.7,-197,3.9,"-4,236","Continental,Cafe,",, 400,Rs. 400,"Burgers, Sandwich, Hot Coffee, Chicken Burger, Chicken Wrap, Chocolate Shake, Pasta"
https://www.zomato.com/pune/degchi-biryani-chandan-nagar,"Degchi Biryani
                                    ",Quick Bites,Chandan Nagar,3.6,-26,3.8,-77,"Biryani,",, 250,Rs. 250,
https://www.zomato.com/pune/gavkari-kothrud,"Gavkari
                                    ",Quick Bites,Kothrud,3.9,-211,3.8,"-1,512","North Indian,Maharashtrian,",, 500,Rs. 500,"Pandhra Rassa, Chicken Thali, Chicken Sukha, Egg Curry, Biryani, Mutton Thali, Mutton Sukha"
https://www.zomato.com/pune/bombay-sandwich-pizza-pimpri,"Bombay Sandwich & Pizza
                                    ",Quick Bites,Pimpri,4.1,-180,4.2,-968,"North Indian,Fast Food,Pizza,Sandwich,",, 350,Rs. 350,"Sandwich, Paneer Tikka, Soya Tikka, Malai Soya Chaap, Pizza, Masala Chaap, Garlic Bread"
https://www.zomato.com/pune/savlahari-pot-ice-cream-mastani-hadapsar,"Savlahari Pot Ice-Cream & Mastani
                                    ",Dessert Parlor,Hadapsar,3.1,-27,3.9,-290,"Beverages,Desserts,Ice Cream,",, 300,Rs. 300,
https://www.zomato.com/pune/360-degree-the-rooftop-restaurant-bar-jm-road,"360 Degree - The Rooftop Restaurant & Bar
                                    ",Casual Dining,"Bhosale-Shinde Arcade, JM Road",3.4,(226 Reviews),,,"North Indian,Finger Food,Continental,Asian,",, 1200,Rs. 1200,"Chicken Drum, Masala Papad, Dum Kebab"
https://www.zomato.com/pune/hotel-kunal-pimple-saudagar,"Hotel Kunal
                                    ",Casual Dining,Pimple Saudagar,3.8,-391,4,"-3,637","Chinese,North Indian,",, 650,Rs. 650,Veg Platter
https://www.zomato.com/pune/bhairavee-pure-veg-restaurant-baner,"Bhairavee Pure Veg Restaurant
                                    ",Casual Dining,Baner,4.3,-948,3.9,"-1,947","Beverages,Desserts,Rolls,Biryani,Continental,Chinese,North Indian,",, 1300,Rs. 1300,"Pasta, Naan, Brownie, Paneer Romanchak, Paratha, Paneer Lababdar, Tomato Soup"
https://www.zomato.com/pune/house-of-hyderabad-baner,"House Of Hyderabad
                                    ",Quick Bites,Baner,3.6,(15 Reviews),,,"North Indian,Kebab,Chinese,Biryani,",, 600,Rs. 600,
https://www.zomato.com/pune/hotel-gaarva-malhaar-nigdi,"Hotel Gaarva (Malhaar)
                                    ",Casual Dining,Nigdi,3.6,-192,4,"-1,265","Seafood,Mughlai,Mangalorean,Chinese,North Indian,",, 650,Rs. 650,"Butter Chicken, Chicken Handi, Fish, Chicken Biryani, Butter Naan"
https://www.zomato.com/pune/gavkari-kothrud,"Gavkari
                                    ",Quick Bites,Kothrud,3.9,-211,3.8,"-1,512","North Indian,Maharashtrian,",, 500,Rs. 500,"Pandhra Rassa, Chicken Thali, Chicken Sukha, Egg Curry, Biryani, Mutton Thali, Mutton Sukha"
https://www.zomato.com/pune/gavkari-warje,"Gavkari
                                    ",Quick Bites,Warje,3.6,-115,3.8,-699,"North Indian,Maharashtrian,",, 500,Rs. 500,"Pandhra Rassa, Mutton Thali, Non Veg Thali, Biryani, Egg Curry, Chicken Thali, Mutton Sukha"
https://www.zomato.com/pune/gavkari-budhwar-peth,"Gavkari
                                    ",Quick Bites,Budhwar Peth,3.6,-77,3.6,-699,"North Indian,Maharashtrian,",, 500,Rs. 500,"Egg Curry, Mutton Keema, Biryani, Chicken Thali"
https://www.zomato.com/pune/gavkari-sinhgad-road,"Gavkari
                                    ",Quick Bites,Sinhgad Road,3.5,(12 Reviews),,,"North Indian,Maharashtrian,",, 500,Rs. 500,
https://www.zomato.com/pune/gavkari-nigdi,"Gavkari
                                    ",Quick Bites,Nigdi,3.6,-49,3.4,-233,"Maharashtrian,",, 300,Rs. 300,
https://www.zomato.com/pune/al-madina-biryani-house-sinhgad-road,"Al Madina Biryani House
                                    ",,Sinhgad Road,3.4,"(1,819 Reviews)",,,"Biryani,",, 250,Rs. 250,
https://www.zomato.com/pune/hotel-malabar-lohegaon,"Hotel Malabar
                                    ",,Lohegaon,3.9,(93 Reviews),,,"Fast Food,Mughlai,Chinese,North Indian,",, 500,Rs. 500,
https://www.zomato.com/pune/punjabi-non-veg-lohegaon,"Punjabi Non Veg
                                    ",,Lohegaon,3.5,(33 Reviews),,,"North Indian,Chinese,",, 500,Rs. 500,
https://www.zomato.com/pune/punjabi-tadka-1-wagholi,"Punjabi Tadka
                                    ",Quick Bites,Wagholi,0,,,,"Chinese,North Indian,",, 200,Rs. 200,
https://www.zomato.com/pune/shri-ganesh-snaks-centre-kharadi,"Shri Ganesh Snaks Centre
                                    ",,Kharadi,0,,,,"Maharashtrian,",, 200,Rs. 200,
https://www.zomato.com/pune/mayur-pav-bhaji-juice-bar-karve-nagar,"Mayur Pav Bhaji & Juice Bar
                                    ",Casual Dining,Karve Nagar,4.2,-388,4.3,-500,"Beverages,Chinese,North Indian,Street Food,",, 500,Rs. 500,"Pav Bhaji, Panneer Butter Masala, Manchow Soup, Tawa Pulav, Masala Papad, Noodle, Masala Pav"
https://www.zomato.com/pune/cream-california-fc-road,"Cream California
                                    ",Dessert Parlor,FC Road,4.1,(291 Reviews),,,"Desserts,Ice Cream,",, 250,Rs. 250,"Thick Shakes, Mango Shake, Kulfi, Thick Cold Coffee, Thick Chocolate Shake, Choco Vanilla, Oreo Shake"
https://www.zomato.com/pune/new-supreme-pavbhaji-and-creamist-live-ice-cream-rolls-wakad,"New Supreme Pavbhaji And Creamist Live Ice Cream Rolls
                                    ",Dessert Parlor,Wakad,2.8,(12 Reviews),,,"Street Food,Desserts,",, 400,Rs. 400,
https://www.zomato.com/pune/juice-destination-wakad,"Juice Destination
                                    ",,Wakad,3.8,(144 Reviews),,,"North Indian,Juices,",, 400,Rs. 400,
https://www.zomato.com/pune/jay-malhar-1-balewadi,"Jay Malhar
                                    ",Quick Bites,Balewadi,3.5,-40,3.2,-802,"Maharashtrian,North Indian,",, 400,Rs. 400,
https://www.zomato.com/pune/retox-viman-nagar,"Retox
                                    ","Pub,Casual Dining",Viman Nagar,4.4,"(1,599 Reviews)",,,"North Indian,European,Asian,",, 2000,Rs. 2000,"Cocktails, Fries, Long Island Iced Tea, Burgers, Nachos, Mocktails, Dal Kichadi"
https://www.zomato.com/pune/fresh-press-cafe-1-akurdi,"Fresh Press Cafe
                                    ",Quick Bites,Akurdi,4,(112 Reviews),,,"Momos,Juices,Fast Food,",, 200,Rs. 200,"Sandwich, Momos, Salad, Fruit Juices, Watermelon Juice, Pineapple Punch"
https://www.zomato.com/pune/sarvadnya-misal-1-wagholi,"Sarvadnya Misal
                                    ",Quick Bites,Wagholi,3,-33,3.2,-155,"Street Food,Maharashtrian,",, 200,Rs. 200,
https://www.zomato.com/pune/labbaik-biryani-house-camp-area,"Labbaik Biryani House
                                    ",,Camp Area,3.6,(252 Reviews),,,"Kebab,Biryani,",, 300,Rs. 300,Chicken Biryani
https://www.zomato.com/pune/shortcuts-quick-meals-on-the-go-hinjawadi,"Shortcuts - Quick Meals On The Go
                                    ",,Hinjawadi,3.3,(521 Reviews),,,"Chinese,North Indian,",, 400,Rs. 400,
https://www.zomato.com/pune/yo-kakke-viman-nagar,"Yo Kakke
                                    ",Quick Bites,Viman Nagar,4,-430,3.9,(10.9K),"Beverages,Street Food,North Indian,",, 300,Rs. 300,"Kulcha, Paratha, Chole Bhature, Dal Makhani, Thali, Gulab Jamun, Naan"
https://www.zomato.com/pune/yewale-amruttulya-nibm-road,"Yewale Amruttulya
                                    ",Beverage Shop,NIBM Road,3.5,(4 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/deepas-mess-hadapsar,"Deepa's Mess
                                    ",Mess,Hadapsar,3.8,-101,4,"-4,154","North Indian,Street Food,",, 100,Rs. 100,Deluxe Thali
https://www.zomato.com/pune/grill-zone-lonavala,"Grill Zone
                                    ",Quick Bites,Lonavala,3.7,-82,3.6,-316,"Beverages,Sandwich,Pizza,Burger,Fast Food,",, 500,Rs. 500,"Sandwich, Pizza, Burgers, Chicken Fries, Pasta, Garlic Bread, French Fries"
https://www.zomato.com/pune/darjeeling-momos-aundh,"Darjeeling Momos
                                    ",Quick Bites,Aundh,3.9,-60,4.4,-451,"Momos,",, 300,Rs. 300,
https://www.zomato.com/pune/hotel-tasty-point-expressway,"Hotel Tasty Point
                                    ",Quick Bites,Expressway,3.4,(5 Reviews),,,"Chinese,Biryani,North Indian,",, 250,Rs. 250,
https://www.zomato.com/pune/sai-hotel-and-restaurant-akurdi,"Sai Hotel and Restaurant
                                    ",Quick Bites,Akurdi,3.5,(9 Reviews),,,"North Indian,Maharashtrian,Chinese,",, 400,Rs. 400,
https://www.zomato.com/pune/vedas-akurdi,"Vedas
                                    ",Casual Dining,Akurdi,3.9,-181,3.8,"-1,456","Kebab,Mughlai,Maharashtrian,Chinese,North Indian,Biryani,",, 750,Rs. 750,"Butter Naan, Roti, Dal Tadka, Fish Platter, Paneer Chop Masala"
https://www.zomato.com/pune/bakers-hut-1-nigdi,"Baker's Hut
                                    ",Bakery,Nigdi,3.3,-22,4.2,-221,"Desserts,Bakery,",, 250,Rs. 250,
https://www.zomato.com/pune/we-idliwale-baner,"We Idliwale
                                    ",Quick Bites,Baner,4,(231 Reviews),,,"South Indian,",, 200,Rs. 200,"Chicken Curry, Idli Chutney, Filtered Coffee, Idli Sambar"
https://www.zomato.com/pune/desi-dhaba-hinjawadi,"Desi Dhaba
                                    ",Dhaba,Hinjawadi,4.4,-458,3.8,"-1,595","North Indian,",, 400,Rs. 400,"Sev Bhaji, Buttermilk, Panneer Butter Masala, Dal Tadka, Roti, Lassi, Bhindi Masala"
https://www.zomato.com/pune/diamond-bakery-fatima-nagar,"Diamond Bakery
                                    ",Dessert Parlor,Fatima Nagar,4.4,(335 Reviews),,,"Bakery,Desserts,",, 200,Rs. 200,"Chicken Sandwich, Mawa Cake, Chutney Sandwich, Rolls, Veg Cheese Sandwich, Plum Cake, Chicken Roll"
https://www.zomato.com/pune/bengali-sweets-and-foods-viman-nagar,"Bengali Sweets And Foods
                                    ",Quick Bites,Viman Nagar,4.1,-428,4,"-8,379","Street Food,Mithai,Bengali,",, 400,Rs. 400,"Chicken Roll, Mutton Kosha, Fish, Rolls, Chamcham, Chicken Biryani, Mutton Curry"
https://www.zomato.com/pune/beetroot-bistro-koregaon-park,"Beetroot Bistro
                                    ",Casual Dining,Koregaon Park,4.3,-966,3.9,-859,"Asian,Thai,Chinese,Pizza,Continental,Italian,",, 950,Rs. 950,"Pasta, Pizza, Hot Chocolate, Nachos, Peri Peri Chicken, Burgers, Waffles"
https://www.zomato.com/pune/bahubalis-house-of-paranthas-wakad,"Bahubali's House of Paranthas
                                    ",Casual Dining,Wakad,3.8,-240,3.7,"-1,140","South Indian,North Indian,",, 600,Rs. 600,"Paratha, Lassi, Dal Makhani, Salad, Paneer Parantha, Chaat, Dahi Bhalle"
https://www.zomato.com/pune/yewale-amruttulya-nibm-road,"Yewale Amruttulya
                                    ",Beverage Shop,NIBM Road,3.5,(4 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-1-yerawada,"Yewale Amruttulya
                                    ",Beverage Shop,Yerawada,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-dange-chowk,"Yewale Amruttulya
                                    ",Beverage Shop,Dange Chowk,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-2-hadapsar,"Yewale Amruttulya
                                    ",Beverage Shop,Hadapsar,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-wadgaon-sheri,"Yewale Amruttulya
                                    ",,Wadgaon Sheri,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-bhosari,"Yewale Amruttulya
                                    ",Beverage Shop,Bhosari,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-1-hadapsar,"Yewale Amruttulya
                                    ",Beverage Shop,Hadapsar,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-shaniwar-peth,"Yewale Amruttulya
                                    ",Beverage Shop,Shaniwar Peth,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-shivaji-nagar,"Yewale Amruttulya
                                    ",,Shivaji Nagar,2.8,(7 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-karve-nagar,"Yewale Amruttulya
                                    ",Beverage Shop,Karve Nagar,3.2,(4 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-parvati,"Yewale Amruttulya
                                    ",Beverage Shop,Parvati,3.3,(5 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-1-katraj,"Yewale Amruttulya
                                    ",Beverage Shop,Katraj,3.1,(8 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-deccan-gymkhana,"Yewale Amruttulya
                                    ",,Deccan Gymkhana,3.1,-10,4.3,-53,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-pimpri,"Yewale Amruttulya
                                    ",Beverage Shop,Pimpri,2.8,(5 Reviews),,,"Tea,",, 50,Rs. 50,
https://www.zomato.com/pune/yewale-amruttulya-senapati-bapat-road,"Yewale Amruttulya
                                    ",Beverage Shop,Senapati Bapat Road,3.7,(9 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-hinjawadi,"Yewale Amruttulya
                                    ",Beverage Shop,Hinjawadi,3.2,(10 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-yerawada,"Yewale Amruttulya
                                    ",Beverage Shop,Yerawada,3.5,(4 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-chinchwad,"Yewale Amruttulya
                                    ",Beverage Shop,Chinchwad,3.8,(4 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-wanowrie,"Yewale Amruttulya
                                    ",Beverage Shop,Wanowrie,3.6,-6,3.9,-38,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-wagholi,"Yewale Amruttulya
                                    ",,Wagholi,3.3,(6 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-chakan,"Yewale Amruttulya
                                    ",Beverage Shop,Chakan,2.7,(4 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-1-sadashiv-peth,"Yewale Amruttulya
                                    ",Quick Bites,Sadashiv Peth,3.4,(5 Reviews),,,"Tea,",, 50,Rs. 50,
https://www.zomato.com/pune/yewale-amruttulya-kondhwa,"Yewale Amruttulya
                                    ",Beverage Shop,Kondhwa,3.1,(6 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-1-chinchwad,"Yewale Amruttulya
                                    ",Beverage Shop,Chinchwad,3.6,(4 Reviews),,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-rasta-peth,"Yewale Amruttulya
                                    ",Beverage Shop,Rasta Peth,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-1-kothrud,"Yewale Amruttulya
                                    ",Beverage Shop,Kothrud,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-shukrawar-peth,"Yewale Amruttulya
                                    ",Beverage Shop,Shukrawar Peth,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-bund-garden,"Yewale Amruttulya
                                    ",Beverage Shop,Bund Garden Road,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-2-budhwar-peth,"Yewale Amruttulya
                                    ",,Budhwar Peth,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-mulshi,"Yewale Amruttulya
                                    ",Beverage Shop,Mulshi Road,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-sinhgad-road,"Yewale Amruttulya
                                    ",Beverage Shop,Sinhgad Road,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-vishrantwadi,"Yewale Amruttulya
                                    ",,Vishrantwadi,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-sadashiv-peth,"Yewale Amruttulya
                                    ",Quick Bites,Sadashiv Peth,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-1-viman-nagar,"Yewale Amruttulya
                                    ",Beverage Shop,Viman Nagar,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-2-kothrud,"Yewale Amruttulya
                                    ",Beverage Shop,Kothrud,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-magarpatta,"Yewale Amruttulya
                                    ",Beverage Shop,Magarpatta,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-chandan-nagar,"Yewale Amruttulya
                                    ",Beverage Shop,Chandan Nagar,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-3-budhwar-peth,"Yewale Amruttulya
                                    ",Beverage Shop,Budhwar Peth,3.8,(65 Reviews),,,"Tea,",, 100,Rs. 100,"Tea, Chai"
https://www.zomato.com/pune/yewale-amruttulya-1-chandan-nagar,"Yewale Amruttulya
                                    ",Quick Bites,Chandan Nagar,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-kothrud,"Yewale Amruttulya
                                    ",Beverage Shop,Kothrud,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-1-pimpri,"Yewale Amruttulya
                                    ",Beverage Shop,Pimpri,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-kalyani-nagar,"Yewale Amruttulya
                                    ",Beverage Shop,Kalyani Nagar,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-katraj,"Yewale Amruttulya
                                    ",Beverage Shop,Katraj,0,,,,"Beverages,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-1-budhwar-peth,"Yewale Amruttulya
                                    ","Beverage Shop,Café",Budhwar Peth,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/yewale-amruttulya-khadki,"Yewale Amruttulya
                                    ",Beverage Shop,Khadki,0,,,,"Tea,",, 100,Rs. 100,
https://www.zomato.com/pune/bakers-hut-1-nigdi,"Baker's Hut
                                    ",Bakery,Nigdi,3.3,-22,4.2,-221,"Desserts,Bakery,",, 250,Rs. 250,
https://www.zomato.com/pune/bakers-hut-nigdi,"Baker's Hut
                                    ",Bakery,Nigdi,4.5,(394 Reviews),,,"Desserts,Bakery,",, 250,Rs. 250,"Rolls, Donut, Hot Dog, Brownie, Veg Puff, Chocolate Pudding, Walnut Cake"
https://www.zomato.com/pune/bakers-hut-pimple-saudagar,"Baker's Hut
                                    ",Bakery,Pimple Saudagar,3.9,(66 Reviews),,,"Desserts,Bakery,",, 250,Rs. 250,"Brownie, Chocolate Truffle Pastry"
https://www.zomato.com/pune/bakers-hut-chinchwad,"Baker's Hut
                                    ",Bakery,Chinchwad,3.7,-55,4.1,-284,"Bakery,",, 150,Rs. 150,
https://www.zomato.com/pune/bakers-hut-1-wakad,"Baker's Hut
                                    ","Bakery,Dessert Parlor",Wakad,3,-10,3.6,-75,"Desserts,Bakery,",, 350,Rs. 350,
https://www.zomato.com/pune/the-mint-leaf-resto-lounge-bavdhan,"The Mint Leaf Resto Lounge
                                    ","Lounge,Casual Dining",Bavdhan,3.9,-146,3.5,-92,"Bar Food,Chinese,North Indian,",, 1500,Rs. 1500,Garlic Naan
https://www.zomato.com/pune/eagle-brothers-pizza-kharadi,"Eagle Brother's Pizza
                                    ",Casual Dining,Kharadi,4.1,-376,3.9,"-5,197","Desserts,Beverages,Fast Food,Pizza,",, 400,Rs. 400,"Tandoori Paneer, Burgers, Cheese Burst Pizza, Stuffed Garlic Bread, Veggie Pizza, Margherita Pizza, Spicy Veg Pizza"
https://www.zomato.com/pune/sorted-delicatessen-kalyani-nagar,"Sorted. Delicatessen
                                    ",Café,Kalyani Nagar,4.5,-424,3.9,-600,"Healthy Food,Salad,Sandwich,Continental,European,Cafe,",, 1500,Rs. 1500,"Pizza, Tiramisu, Salad, Butter Chicken, Pancakes, Sandwich, Pasta"
https://www.zomato.com/pune/food-galaxy-2-bhosari,"Food Galaxy
                                    ",,Bhosari,0,,,,"North Indian,Street Food,Maharashtrian,",, 300,Rs. 300,
https://www.zomato.com/pune/lunchbox-wakad,"Lunchbox
                                    ",,Wakad,0,,,,"Beverages,Desserts,North Indian,Chinese,",, 400,Rs. 400,
https://www.zomato.com/pune/lukma-lohegaon,"Lukma
                                    ",,Lohegaon,0,,,,"Biryani,Maharashtrian,North Indian,Chinese,",, 700,Rs. 700,
https://www.zomato.com/pune/abhis-kitchen-parvati,"Abhi's Kitchen
                                    ",,Parvati,0,,,,"Chinese,North Indian,",, 300,Rs. 300,
https://www.zomato.com/pune/hotel-jay-bhavani-shivane,"Hotel Jay Bhavani
                                    ",Casual Dining,Shivane,0,,,,"Chinese,North Indian,Maharashtrian,",, 550,Rs. 550,
https://www.zomato.com/pune/noor-dalcha-and-biryani-darbar-kharadi,"Noor Dalcha And Biryani Darbar
                                    ",Quick Bites,Kharadi,0,,,,"Maharashtrian,Biryani,",, 150,Rs. 150,
https://www.zomato.com/pune/amrai-talegaon,"Amrai
                                    ",Quick Bites,Talegaon,0,,,,"Biryani,Maharashtrian,Malwani,Fast Food,Chinese,North Indian,",, 800,Rs. 800,
https://www.zomato.com/pune/mr-vandal-baner,"Mr. Vandal
                                    ","Bar,Casual Dining",Baner,4,(543 Reviews),,,"North Indian,Italian,Bar Food,",, 1300,Rs. 1300,"Fries, Pasta, Burgers, Cocktails, Nachos, Beer, Churros"
https://www.zomato.com/pune/ganesh-bhel-bavdhan,"Ganesh Bhel
                                    ",Quick Bites,Bavdhan,2.9,-40,3.7,-431,"Street Food,",, 200,Rs. 200,
https://www.zomato.com/pune/cafe-pizza-bites-sadashiv-peth,"Cafe Pizza Bites
                                    ",,Sadashiv Peth,0,,,,"Fast Food,Pizza,",, 200,Rs. 200,
https://www.zomato.com/pune/hotel-garwa-hadapsar,"Hotel Garwa
                                    ",Casual Dining,Hadapsar,3.6,-132,3.5,"-3,658","Maharashtrian,Chinese,North Indian,",, 600,Rs. 600,
https://www.zomato.com/pune/rutus-restaurant-sadashiv-peth,"Rutu's Restaurant
                                    ",Casual Dining,Sadashiv Peth,3.4,-43,4.3,-181,"Chinese,",, 500,Rs. 500,
https://www.zomato.com/pune/eagle-brothers-pizza-kharadi,"Eagle Brother's Pizza
                                    ",Casual Dining,Kharadi,4.1,-376,3.9,"-5,197","Desserts,Beverages,Fast Food,Pizza,",, 400,Rs. 400,"Tandoori Paneer, Burgers, Cheese Burst Pizza, Stuffed Garlic Bread, Veggie Pizza, Margherita Pizza, Spicy Veg Pizza"
